class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,14,0,0,0,0,0,0,0,0,0,2,2060,3150,0,0,0,1810,0,0,0,0,0,4946,3180,14072,350,0,0,0,0,8,16,0,0,0,0,0,0,0,716,4496,0,216,176,456,1690,410,1578,686,0,0,0,3570,390,114,160,204,32,508,58,42,134,19022,0,0,6,0,1810,138,12638,1428,?,?,?,?,?,?,?,?,13960,13.04,19022,19022,20470,26,64,1812,18920,5246,1209600,274,2,4,0,2025.6,0,2066.88,14,36,0,0,0,780,2342,1926,158,6,0,0,2,6,19022,0,1184,10,4,12,396,1060,1730,788,28,0,0,22,1734,112,0,0,0,0,2264,34,36,0,0,0,0,0,0,0,0,140,0,0,6,6,46,26,16140,1652,0,8,0,0,0,0.6,34,3348,1536,70,28,64,76,86,4,0,0,0,0
neg,160050,2,194,184,0,0,0,0,0,7070,953530,5260020,2375804,94192,874,0,4309928,0,0,0,28918,38578,8261800,7880172,734484,335370,0,0,0,0,712,708,0,0,0,0,0,0,0,203632,8487858,0,6936,1206,908,3178,4782,57112,8608742,7280,1346,0,2451118,4019836,1337174,398212,211378,136378,88690,44680,3928,96,9026652,2430,352,5432,0,4309928,89258,406988,325438,75280,80020,77780,74400,76640,67100,228160,1310700,40280,160050.56,9026652,9026652,9009312,34680,64,51166,542760,8712052,1209600,302012,0,300,0,8000040,0,703536,14,756,0,0,58484,1038354,3461150,2115638,620542,529368,796656,71298,528,748,9026652,0,12140,1492,416490,445212,373712,3250426,4160814,30964,240,0,140,1288,7921976,4406376,6,1304,0,0,8041036,9740,2688,0,0,0,0,0,0,0,0,35166,20258,4412,0,0,283902,72438,10520,1544,0,0,0,0,94921870,?,3486,752948,1319512,701280,272684,493168,276124,289252,4578104,8418,0,0,0
pos,587100,?,0,?,0,0,0,0,0,133840,8563656,16889296,5057356,775532,26080,0,17711194,4136,0,0,210978,287004,28629208,26336460,3799630,1953376,0,0,0,0,0,0,0,1270,4562,6004,8554,10866,116470,10212266,21085768,0,13750,3670,4970,7508,139778,31275080,1004,0,0,0,6277306,5901716,3025552,3445754,3097698,2390664,1947702,5300104,59264,0,32646830,4642,6852,3178,0,17711194,312472,1529542,2230926,150160,147680,91020,88840,84260,105480,88740,125400,134460,587099.58,32646830,32646830,32252124,198394,1841768,76302,1124140,31445760,1209600,0,?,?,?,27735516.48,0,3681552,?,?,0,0,1203654,15882244,10011714,3626480,622096,90944,8588,40,?,0,32646830,?,18330,3990,13600,1769918,1408028,17256632,10886712,88548,2,0,?,?,?,?,?,?,?,?,?,6842,196,0,0,0,2,0,0,0,0,182792,60698,16146,0,0,173320,31160,4719900,2568016,0,0,0,0,171959180,?,?,3893986,3273086,1472780,746374,1792302,2096196,5253668,8692756,4219962,4650,0,0
neg,99220,?,2130706432,254,0,0,0,0,0,0,180986,3210668,2959512,343964,17152,978,2728060,0,0,0,1286,2348,5756926,4809142,1543956,863108,0,0,0,0,470,568,0,0,0,0,0,26580,2267638,1364440,3054602,0,3122,1308,2118,65580,4572246,2068648,238,0,0,0,2101658,1859192,826676,528578,352910,243116,284738,495544,20848,0,7302782,46,30,268,30,2728060,94066,981252,554706,249520,243880,244280,285320,209040,296820,?,?,5780,99220.63,7302782,7302782,7290300,39434,92,118974,35600,6713260,1209600,95414,4,122,0,5796809.28,0,912428.16,0,0,0,0,8118,867570,3944714,1752736,120794,15906,3352,70,28,16,7302782,?,7144,850,238074,473632,293510,5109666,562798,27470,116,0,436,21490,5768036,391106,0,53788,0,16,5849228,2016,236,0,0,0,0,0,0,0,0,50494,65432,27158,0,0,88576,18008,16938120,1693884,0,0,0,0,0,1753.78,2004,960708,912600,801788,513522,2487068,1032204,3950,550,830,40,0,0
neg,44090,?,36,34,0,0,0,0,0,0,126,302534,1699282,610380,18248,0,1085610,0,0,0,0,0,2342934,2052040,348098,248878,0,0,0,0,222,66,0,0,0,0,0,94412,1235804,1154224,146130,0,1318,592,744,9930,1687180,930790,16,0,0,0,643988,795584,231562,165954,138024,128586,218666,308206,0,0,2691434,4,4,58,4,1085610,27858,191854,155640,157280,154160,?,?,?,?,?,?,32740,44090.62,2691434,2691434,2695612,19172,3706,23778,267260,2630570,1209600,72098,2,84,0,2373507.84,0,250593.6,0,0,0,0,0,71308,751806,1462808,324370,16410,3726,142,0,14,2691434,?,3080,394,62510,120954,117958,1885362,433718,6534,60,0,64,178,1688044,1644,0,14,0,28,2388578,1656,102,0,0,0,0,0,0,0,0,16348,43212,7864,0,0,89232,12692,935140,263116,0,0,0,0,4090620,794.72,854,264612,400978,336028,163000,352770,363106,379862,180602,184224,5388,0,0
neg,38802,?,276,146,0,0,0,0,0,0,5126,943014,1331956,158112,3946,164,1204918,0,0,0,0,0,2198368,1873342,783686,255850,0,0,0,0,308,132,0,0,0,0,0,0,305890,1370694,765734,0,3282,988,1094,1600,28982,2405530,842,0,0,0,632278,792662,268064,209270,159462,119648,98244,157798,4892,0,2982538,194,336,492,6,1204918,39274,549234,232672,300520,334240,?,?,?,?,?,?,143560,38802.05,2982538,2982538,2963432,14764,3130,51744,557620,2442318,1209600,53476,0,114,0,2120311.68,0,319071.36,0,526,0,0,424,299966,1254280,811800,67820,7158,870,0,640,648,2982538,?,4948,474,10652,173452,78298,1418848,734676,20752,218,0,406,442,2103120,44924,24,3004,0,0,2133234,1538,218,0,0,0,0,0,0,0,0,22404,34628,6952,0,0,66268,9444,57180,7892,1607546,2070,0,0,0,1109.12,1184,333728,264884,336290,234482,532406,338452,199908,98826,101464,1878,0,0
pos,1520540,?,?,?,0,0,0,0,0,60,383930,13556044,62966486,19296738,230176,2084,33015288,361312,0,?,1524,5296,76926138,63718684,25353220,10913962,?,0,14542,0,0,0,0,0,0,0,0,315174,38158622,56705340,1256382,0,131164,134214,262286,536092,10808948,84472360,90356,90,2,6,36421972,18450414,10975442,7547108,5591948,5117918,7540972,4645644,143938,162,102296124,?,?,24290,5410,33015288,1099264,12069354,13200986,218940,340760,349100,347660,366480,386020,389340,606760,87380,1520540.36,102296124,102296124,100647324,629486,?,?,467580,96435518,1209600,0,?,?,?,88111336.32,0,8214352.32,0,0,0,0,21360,4120994,43374908,42809982,5371410,598228,134352,4284,?,?,102296124,?,96502,18234,4323470,5243982,21403220,62684536,2656664,8904,6,0,?,?,?,?,?,?,?,?,?,72078,?,?,?,?,?,?,?,?,?,676712,?,?,?,?,?,?,?,?,?,?,?,?,?,33025.84,47946,8629518,18241104,12830228,7287542,21196940,12907126,7005504,3584098,4639484,113974,?,?
neg,29696,?,164,106,0,0,0,0,0,0,18112,675018,1201108,112244,3792,0,1097282,0,200,0,0,0,1806124,1597854,276328,165422,0,0,0,0,1512,208,0,0,0,0,0,7914,434102,1535576,32682,0,1610,834,1344,2590,30974,1971534,1388,0,0,0,578292,485596,184198,145818,126824,116032,132540,239178,1796,0,2082946,22,28,300,6,1097282,28880,126078,149414,155660,?,?,?,?,?,?,?,115940,29695.9,2082946,2082946,2081500,14965.0,1642,84084,867780,2010274,1209600,69274,0,88,0,1828774.08,0,179745.6,6,212,0,0,0,102344,936964,884946,75870,8398,1668,84,30,34,2082946,?,3216,394,22064,101188,68164,1037904,751488,25572,284,0,186,568,1616850,34104,0,71212,0,0,1864306,1736,124,0,0,0,0,0,0,0,0,15650,24226,4688,0,0,77584,10718,1047140,118894,0,0,0,0,1016030,927.24,1014,195244,447488,330464,162956,329982,268002,161102,59158,50650,5228,0,0
neg,42302,?,536,514,0,0,0,0,0,0,44124,217574,977436,1545972,147732,35898,1340648,0,0,0,0,0,2720846,2438792,356438,239782,0,0,4188,0,1586,318,0,0,0,0,0,13534,402538,2273262,279402,0,1558,620,1108,202234,2262494,500440,282,0,0,0,688744,652212,325550,283610,285788,277892,264774,190166,0,0,3077692,36,76,68,50,1340648,32412,191792,163818,134800,128740,?,?,?,?,?,?,88520,42301.23,3077692,3077692,3086506,23512,8014,63230,652760,2968736,1209600,108520,0,78,0,2602143.36,0,364848.96,0,0,0,0,918,115218,339284,1126242,1292348,87962,6140,624,3318,3348,3077692,?,3572,556,217520,142514,500786,1929564,163298,10780,146,0,862,1318,2510978,410,0,128,0,28,2629990,2090,266,0,0,0,0,0,0,0,0,16328,46384,6852,0,0,59130,11616,409820,112822,0,0,0,0,41301280,921.9,1038,389242,728842,438194,204152,353742,257162,211000,144516,230486,11400,0,0
neg,10,0,22,22,0,0,0,0,0,0,8,5262,8308,0,0,0,5074,0,0,0,0,0,11520,8886,11212,646,0,0,0,0,6,8,0,0,0,0,0,0,0,1976,11602,0,54,12,146,1500,378,1706,9782,0,0,0,11432,340,90,76,86,64,778,362,38,312,22754,0,6,6,0,5074,164,8954,2244,?,?,?,?,?,?,?,?,11020,9.53,22754,22754,24944,43.0,0,2122,22560,13626,1209600,318,2,4,0,1728,0,9907.2,2,10,0,0,0,4098,7114,1438,928,0,0,0,16,22,22754,0,2024,14,20,6,3490,5176,2094,704,50,0,40,10,2106,168,0,0,0,0,2112,66,128,0,0,0,0,0,0,0,0,178,0,0,166,38,66,24,2500,248,0,12,0,0,0,0.7,44,12000,1352,44,10,50,46,42,34,0,0,0,0
neg,31458,?,0,?,0,0,0,0,0,0,32658,671272,1278862,74014,0,0,1103910,0,62,0,0,0,1857200,1663404,291852,152234,0,0,0,0,0,0,0,0,0,0,0,25336,842874,605156,583440,0,1976,1684,4522,11660,468002,1568822,140,0,0,0,779176,312244,155244,123326,116280,183256,311854,75420,6,0,2149524,0,48,300,124,1103910,31232,157988,133190,195440,1310700,1310700,1310700,1310700,1310700,1310700,1310700,92360,31457.07,2149524,2149524,2122244,13417.0,418374,91076,934760,2056806,1209600,0,?,?,?,1867244.16,0,186753.6,?,?,0,0,2474,133536,1071694,800386,39998,6950,1712,56,?,0,2149524,?,1672,374,109036,91210,114420,1483654,247156,9280,4,0,?,?,?,?,?,?,?,?,?,1090,198,0,0,0,0,0,0,0,0,17498,34196,6774,0,0,85116,13074,2195420,625358,0,0,0,0,2194620,?,?,205666,414376,310154,152884,324696,335418,187916,49778,71650,4268,0,0
neg,12,?,10,4,0,0,0,0,0,0,1108,1594,1690,0,0,0,1172,0,296,0,238,386,12100,10990,4918,76,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4392,0,1714,4,12,6,40,2616,0,0,0,0,2268,686,104,412,58,40,106,458,198,62,17264,0,2,6,0,1172,90,4074,834,?,?,?,?,?,?,?,?,4860,11.11,17264,17264,19402,25.0,8,1672,17180,4392,1209600,126,0,6,0,1400.64,0,1306.56,?,?,0,0,436,1416,1208,692,640,0,0,0,0,4,17264,?,1700,8,6,10,16,1160,1102,390,0,0,4,8,854,124,0,0,0,0,1630,16,50,0,0,0,0,0,0,0,0,80,0,0,512,246,62,18,1160,164,0,8,0,0,0,?,?,3050,1052,76,38,52,34,34,56,0,0,0,0
pos,825012,?,?,?,?,?,0,0,0,33510,1804194,21956776,25344484,3934982,15542,98,18777222,13850,0,?,51946,104288,42477528,36548062,11157436,5759614,?,0,0,0,?,?,0,0,0,0,383216,11862902,22886400,17033466,923602,0,36758,30978,36558,204550,29584196,23042190,154356,0,0,0,14069174,13044586,6398978,4595848,3339072,2992432,4222348,3813432,568824,44892,53694210,?,?,?,?,18777222,614454,5649098,5473922,257580,289840,240720,294160,276260,307360,298240,318280,107640,825011.02,53694210,53694210,53727146,359889.0,?,?,359940,53089586,1209600,?,?,?,?,49227315.84,0,3840144.96,?,?,0,764,288722,8495818,24686960,16413742,2814082,330004,56948,2546,?,?,53694210,?,46276,10218,1982768,1553046,23021908,24840242,1612058,23070,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,345626,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4060008,9597652,8923012,5725924,12500352,7748028,3116714,917980,499560,356,?,?
neg,41972,?,140,58,0,0,0,0,0,0,6118,770860,1695358,211538,14710,90,1362072,0,0,0,0,0,2498576,2244786,357890,192204,0,0,0,0,218,92,0,0,0,0,0,182276,2035248,466790,14360,0,4350,4576,3846,35056,1616846,1033968,32,0,0,0,1209854,469384,230494,168980,125006,100410,102306,289136,3104,0,2857224,214,714,44,0,1362072,34822,200080,156986,137720,165460,?,?,?,?,?,?,48200,41971.94,2857224,2857224,2875036,17008,420,40130,430700,2698674,1209600,88990,0,106,0,2485724.16,0,210585.6,0,0,0,0,0,93716,1090818,1304122,184434,19292,6118,174,54,64,2857224,?,4916,694,62242,123842,111194,1974844,411620,9312,10,0,254,538,2451184,78456,28,59340,0,0,2506576,1850,156,0,0,0,0,0,0,0,0,17764,47736,9708,0,0,146982,20136,87220,11758,0,0,0,0,2899070,1397.32,1514,233732,426230,380754,224606,934296,498230,820,2,0,4,0,0
pos,125508,2,236,188,0,0,0,0,632,93822,2359996,5681568,2335352,412044,19228,0,4733712,65620,0,0,32402,57506,8875252,7562942,2211980,1172914,0,0,0,0,2258,54,0,0,0,0,0,0,0,4607234,6295408,0,24170,18782,27982,41706,54460,4740884,5968932,24248,1478,0,5209256,2578536,724198,634860,408032,317924,255006,337902,312694,124234,11121686,10256,9904,1408,6,4733712,169088,563352,1645472,164080,175880,329640,415020,261100,206820,213240,184380,30460,125508.52,11121686,11121686,11147638,62742,234,8324,214600,10910244,1209600,249468,0,232,0,6855806.4,0,4037170.56,776,3102,668,3944,748006,3088400,5342470,1575740,127096,12932,3196,190,22,68,11121686,0,15994,1278,1992016,2053058,1120788,5658322,61144,42,0,0,150,50,6095448,3304430,10,154,0,0,6953248,15288,6308,0,0,0,0,0,0,0,0,109468,43992,11790,25334820,3630314,276328,38814,4093000,414132,10768980,7420,0,0,73944830,3885.32,4290,4088674,1253638,760758,344696,755012,823180,2665190,209944,1550,0,0,0
neg,1844,?,210,184,0,0,0,0,0,6400,107998,43644,28536,8032,0,0,56150,0,110,0,12528,17726,203670,204408,46864,3616,12,0,0,0,132,186,0,0,0,0,0,0,34066,126308,34236,0,1490,118,184,176,1664,190978,0,0,0,0,109592,36678,33664,8068,4012,1352,568,466,210,0,263204,64,94,172,0,56150,1032,35010,11672,?,?,?,?,?,?,?,?,45960,1843.74,263204,263204,261316,579.0,2,25852,262040,194610,1209600,2370,6,34,0,90786.24,76339.2,26257.92,0,72,0,1126,71150,72770,15434,21646,12182,274,28,0,4,18,263204,?,1578,124,2036,34556,26936,29120,93614,6514,132,0,400,338,89740,53562,0,128,0,0,94674,330,60,0,0,0,0,0,0,11560,79074,1202,92,18,0,0,1454,266,1100,110,0,0,0,0,0,365.84,314,104810,12236,5062,2506,4108,7390,31942,26508,48,0,0,0
neg,34874,?,1240,1240,0,0,0,0,0,0,2398,993134,2701374,1188850,171114,2036,2613756,0,0,0,0,0,4224208,3453220,1367510,648086,0,0,7050,0,14506,1678,0,0,0,0,0,0,116414,4939664,2824,0,12216,7456,7328,17358,1588616,3406780,19146,2,0,0,2703264,602088,330286,246126,230298,202958,215874,369850,155302,2856,5592806,0,588,356,218,2613756,94476,575858,785094,308520,296360,293440,284040,?,?,?,?,173460,34874.5,5592806,5592806,5526612,28935.0,444484,67364,741980,5058922,1209600,167144,900,240,0,3740831.04,0,1311009.6,0,0,0,0,0,107950,1807366,2436574,651400,51188,4370,54,2064,2454,5592806,?,6976,970,889440,277736,393420,3175570,303490,11294,6,0,1520,10582,233986,28090,0,200256,0,0,3432222,7616,610,0,0,0,0,0,0,0,0,61882,13990,2282,0,0,107058,14986,11049100,2343628,0,0,0,0,33874550,2011.02,2262,1349024,2337118,1018892,199148,130758,18804,2478,1086,1594,0,0,0
neg,5110,?,2130706434,182,0,0,0,0,0,0,128,23356,189158,61006,0,0,108706,0,0,0,0,0,263686,246098,40952,13678,0,0,0,0,264,52,0,0,0,0,0,0,81820,191828,0,0,220,178,248,416,133554,139028,4,0,0,0,109714,123136,29298,9748,1336,254,142,20,0,0,304676,0,1144,488,0,108706,2060,30846,10042,?,?,?,?,?,?,?,?,40500,5109.68,304676,304676,309920,1035.0,0,30216,304200,273648,1209600,4720,2,6,0,258683.52,0,14751.36,0,0,0,0,0,6396,122332,141338,2688,778,116,0,0,8,304676,?,344,44,3728,6460,3538,105400,150872,3222,40,0,258,232,259734,170222,0,8,0,44,259786,134,38,0,0,0,0,0,0,0,0,1078,892,558,0,0,3056,842,1707900,170740,8310,44,0,0,4109710,116.06,110,16378,23706,15232,8528,25198,183946,660,0,0,0,0,0
pos,149690,4,?,?,0,0,0,2784,91974,1458190,5103190,8221694,6362344,4645212,2061206,1330850,10256164,0,0,?,404730,533588,25495776,23467716,3947700,2204958,0,0,1161742,11112,344,20,0,0,0,0,0,0,0,3513796,25763534,114,45748,33522,108652,268592,10458302,17476264,746666,139698,0,0,14751704,7153852,2482828,1466450,1085142,692244,469780,367064,172346,636034,29847048,966,138,1954,0,10256164,230064,683672,3258736,488900,488340,286720,194120,153160,159200,123100,90280,329600,149689.62,29847048,29847048,29760186,101015.0,2868,?,799540,29394996,1209600,0,?,?,?,9247991.04,16505406.72,3613866.24,1680,7538,54902,361912,2599476,3315254,7698950,8119000,3827714,1768090,1032164,499982,?,0,29847048,0,18308,2642,2929972,10657944,3124736,6236724,6071044,235502,572,0,?,?,?,?,?,?,?,?,?,6740,58,?,?,?,?,?,?,?,?,132762,5290,1294,0,0,87760,14338,2910080,431146,0,0,0,0,?,?,10204,20145840,2732422,1267296,429118,779470,1192004,387626,2272622,71006,40,0,0
neg,41182,0,2130706434,342,0,0,0,0,0,0,39602,2352650,1057646,49044,1098,0,1636608,0,186,0,222,378,4102046,3620818,1417476,358202,0,0,0,0,64,102,0,0,0,0,0,0,0,0,3500040,0,7462,15642,28276,27480,28122,180536,3212522,0,0,0,1390868,687124,653650,322468,171664,108416,69502,44712,18140,33496,5520554,4222,1316,3020,26,1636608,45532,1065320,346488,255180,273460,295740,432440,?,?,?,?,150140,41181.9,5520554,5520554,5286428,12102,0,63276,671920,3508162,1209600,172168,8,112,0,3016686.72,0,484104,96,3366,0,0,12534,1046228,2035474,336222,49010,16092,4428,52,0,172,5520554,0,13094,1932,3590,627734,158108,1990892,693128,11562,0,0,1338,244,3124992,813420,0,424,0,0,3126776,6424,716,0,0,0,0,0,0,0,0,27846,120,28,0,0,63948,9526,3702920,370398,0,0,34,1156,1181910,45.14,4060,549578,1138608,620020,173370,247042,585962,90860,93638,962,0,2,2
neg,674,?,10,?,0,0,0,0,0,0,112,116,44932,2804,0,0,20942,0,0,0,0,0,47604,43040,6934,2326,0,0,0,0,0,0,0,0,0,0,0,0,47328,574,62,0,204,24,46,44,24054,23590,2,0,0,0,19942,22544,4134,1152,134,44,14,0,0,0,54554,0,68,58,0,20942,468,2802,4098,?,?,?,?,?,?,?,?,6700,674.65,54554,54554,55572,168,222,5284,54320,47964,1209600,0,?,?,?,42357.12,0,5459.52,0,0,0,0,0,0,15418,31884,518,144,0,0,?,16,54554,?,236,24,138,2512,870,3562,38288,2202,132,0,?,?,?,?,?,?,?,?,?,92,46,0,0,0,0,0,0,0,0,298,78,24,0,0,684,116,40040,4112,0,0,0,0,0,109.86,64,6088,6162,4910,19120,11626,58,0,0,0,0,0,0
neg,24512,?,238,202,0,0,0,0,0,0,4198,237346,1038740,404984,23296,1060,695014,0,0,0,0,0,1537172,1343410,282062,161338,0,0,0,0,312,252,0,2974,15074,15140,27396,31418,620058,796142,201422,0,1356,784,1302,180166,1285674,240338,4,0,0,0,695392,364524,227522,140118,78286,62268,87360,54154,0,0,1819532,74,42,388,4,695014,18842,154276,126914,186000,?,?,?,?,?,?,?,92820,24512.51,1819532,1819532,1821728,9600,3570,58754,606140,1709624,1209600,50532,2,64,0,1406199.36,0,302168.64,0,0,0,0,0,78452,487154,920368,207182,13998,2352,118,40,56,1819532,?,2606,322,21604,138174,103350,1108464,319644,15232,224,4,508,1062,1382870,217684,0,988,0,38,1426970,1098,118,0,0,0,0,0,0,0,0,10630,19520,8034,0,0,39462,8724,5506560,584688,0,0,0,0,828950,723.42,746,317082,261572,205928,114286,258554,324034,144862,43806,35808,3692,0,0
neg,2010,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,63970,0,0,0,4922,9748,156736,143708,44240,7902,0,0,0,0,88,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206044,34,40,222,2,63970,1364,28514,15364,?,?,?,?,?,?,?,?,43100,2010.78,206044,206044,1298,0,26,19974,204860,0,1209600,4164,0,0,0,106604.16,31019.52,26283.84,0,0,0,0,0,0,0,0,0,0,0,0,0,24,206044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,152,0,0,530,33122,0,0,0,0,1274,334,102,188312,23114,3350,582,149940,14968,0,254,0,0,1010780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,2244,?,56,54,0,0,0,0,0,0,272,44050,73434,24450,1354,0,62078,0,0,0,0,0,131538,117296,19348,10282,0,0,0,0,74,32,0,0,0,0,0,4750,99840,22798,16172,0,1264,24,50,42,34568,106848,764,0,0,0,59954,46392,19328,8722,5800,2474,844,46,0,0,150942,0,4,250,0,62078,1818,9698,9616,?,?,?,?,?,?,?,?,19020,2243.24,150942,150942,158326,441.0,0,14804,150540,143560,1209600,4086,0,14,0,125775.36,3.84,16497.6,0,0,0,0,0,13590,53300,69398,6494,648,122,8,0,4,150942,?,1318,52,50,14834,4642,108664,13096,904,0,0,78,272,126816,61778,0,12,0,14,127030,138,74,0,0,0,2,0,0,0,0,898,632,258,0,0,3596,698,1800,188,0,0,0,0,1243300,90.08,106,19478,20746,12362,6050,15548,68672,704,0,0,0,0,0
neg,18,0,2,2,0,0,0,0,0,0,472,3594,3446,0,0,0,1098,0,0,0,0,0,10316,7400,11688,800,0,0,0,0,8,32,0,0,0,0,0,0,0,0,7512,0,64,2,16,1062,226,938,5204,0,0,0,5786,562,128,118,168,38,480,60,84,88,22026,0,4,2,0,1098,238,9076,2590,?,?,?,?,?,?,?,?,11380,18.87,22026,22026,24898,29.0,46,2102,21740,7552,1209600,380,2,2,0,2861.76,0,3416.64,0,8,0,0,358,2398,3400,1034,322,0,0,0,0,8,22026,0,1330,10,18,4,284,2006,2862,956,42,0,2,44,2958,392,0,0,0,0,3162,40,92,0,0,0,0,0,0,0,0,328,0,0,1788,224,48,16,12260,1226,23766,10,0,0,0,0.74,46,4870,2044,462,14,12,20,46,44,0,0,0,0
neg,51478,?,950,894,0,0,0,0,0,0,20422,1685156,2405116,357496,6476,0,2140156,0,0,0,0,0,4102576,3454502,1053350,417022,0,0,0,0,2760,726,0,0,0,0,0,114468,2822578,1429596,108024,0,6370,1572,2296,159140,3135880,1169162,246,0,0,0,2095652,804982,405280,298632,250672,233526,337916,48006,0,0,5158422,0,16,126,64,2140156,81650,613318,437078,275200,273360,234400,188420,?,?,?,?,63140,51478.72,5158422,5158422,5122072,18290,37042,18134,296980,4474666,1209600,193682,0,494,0,3707019.84,0,758759.04,0,0,0,0,0,145396,1702540,2049608,494610,62930,17776,1806,60,70,5158422,?,14250,1626,30494,473934,330320,3109256,505548,9238,0,0,1302,1670,3513606,38756,94,17104,0,0,3785534,9796,702,0,0,0,0,0,0,0,0,47644,51088,8394,0,0,173918,39742,252440,71512,0,0,0,0,11781930,3348.48,4110,827940,1328564,812806,330102,511274,311900,173176,85554,92898,452,0,0
neg,53026,?,552,340,0,0,0,0,0,0,138164,1800782,1699978,210318,8410,812,1693230,0,0,0,0,0,3382202,2887122,669130,397904,0,0,0,0,988,248,0,0,0,0,0,650952,1689154,743014,775344,0,3864,684,1144,10080,2010752,1830754,1186,0,0,0,1569372,831102,325084,247804,200168,175866,168630,315598,24838,2,4052320,336,664,616,24,1693230,51582,297422,369852,196320,177100,238380,?,?,?,?,?,48460,53025.7,4052320,4052320,4039712,23411.0,1868,35448,414060,3858464,1209600,118162,0,286,0,3223907.52,0,630302.4,0,0,0,0,750,696474,1842808,1187228,114064,14354,2668,118,90,102,4052320,?,7658,896,36156,293958,187340,1992614,1278528,59908,1406,0,1048,712,3085276,152306,26,23470,0,0,3273678,3374,414,0,0,0,0,0,0,0,0,26296,49910,8598,0,0,104156,19310,435160,51284,1960830,2976,0,0,5606150,1852.26,1994,671024,776544,558376,223556,493056,472242,372012,167336,121860,2458,0,0
neg,574,2,6,6,0,0,0,0,0,0,20954,24018,3330,0,0,0,25246,0,0,0,222,886,44588,33894,26046,3630,0,0,0,0,26,2,0,0,0,0,0,0,0,2996,45306,0,1684,420,890,2262,1672,41108,20,246,0,0,22880,13086,5772,3230,1630,754,666,132,40,112,70916,0,12,8,2,25246,738,15230,10618,?,?,?,?,?,?,?,?,25360,574.99,70916,70916,69384,212,0,6534,70060,48444,1209600,1118,0,18,0,31549.44,2299.2,13549.44,26,112,0,0,4766,11456,12336,9340,10354,44,6,0,0,4,70916,0,1236,66,1410,1416,1346,9616,31670,1526,16,0,12,6,32158,5832,0,0,0,0,33814,204,120,0,3162,0,0,0,0,0,0,704,20,2,0,0,698,146,1240,316,0,0,0,0,0,167.74,150,17428,6126,2934,1166,1960,6150,5966,6572,0,0,0,0
neg,79104,?,1992,1054,0,0,0,0,0,0,111272,2083594,2799986,786876,96762,7496,2547398,0,0,0,714,1218,4955144,3968264,1196854,819702,0,0,492,0,5588,848,0,0,0,0,0,203860,3792280,1407868,481978,0,6300,2718,2750,46966,4089598,1731720,5934,0,0,0,1842444,1388620,410598,312058,248528,222146,456940,1001960,2692,0,6154586,54,116,162,14,2547398,84446,492494,701028,221380,223380,228380,272560,215500,?,?,?,18700,79103.12,6154586,6154586,6121204,45043.0,12586,117802,88260,5885986,1209600,256934,0,34,0,5066881.92,99304.32,713893.44,0,0,0,0,2756,425666,2239026,2576992,573854,54198,12442,1052,1770,3022,6154586,?,12160,1738,116308,539526,307920,3474956,1356956,75494,924,4,1396,1086,1887828,76,0,32330,0,0,2342108,6108,766,0,0,210,99478,0,0,0,0,51574,91756,14612,0,0,204218,37130,1059200,156346,5873902,24684,0,0,2009770,3369.22,3910,871448,1468098,944706,456112,745496,534928,354634,213684,286288,10592,0,0
